TAG,Time,Value
I,15641,26863
B,15644,207
R,15646,17937
B,15648,75
I,15651,26564
B,15653,167
R,15655,18155
B,15658,245
I,15660,26801
B,15663,107
R,15665,17828
B,15667,74
I,15670,26717
B,15672,301
R,15674,18161
B,15677,174
I,15679,26671
B,15682,111
R,15684,17864
B,15686,114
I,15689,26894
B,15691,291
R,15693,18095
B,15696,74
I,15698,26541
B,15700,109
R,15703,17973
B,15705,251
I,15708,26876
B,15710,224
R,15712,17900
B,15715,77
I,15717,26546
B,15719,145
R,15722,18145
B,15724,255
I,15726,26803
B,15729,115
R,15731,17807
B,15734,73
I,15736,26699
B,15738,281
R,15741,18152
B,15743,185
I,15745,26660
B,15748,117
R,15750,17824
B,15753,100
I,15755,26871
B,15757,300
R,15760,18040
B,15762,80
I,15764,26571
B,15767,106
R,15769,17962
B,15771,230
I,15774,26934
B,15776,229
R,15779,17949
B,15781,76
I,15783,26598
B,15786,126
R,15788,18119
B,15790,261
I,15793,26864
B,15795,129
R,15798,17835
B,15800,75
I,15802,26650
B,15805,263
R,15807,18185
B,15809,194
I,15812,26760
B,15814,113
R,15816,17831
B,15819,78
I,15821,26872
B,15824,310
R,15826,18119
B,15828,94
I,15831,26590
B,15833,108
R,15835,17910
B,15838,214
I,15840,26931
B,15842,239
R,15845,17985
B,15847,77
I,15850,26554
B,15852,110
R,15854,18095
B,15857,272
I,15859,26875
B,15861,144
R,15864,17807
B,15866,75
I,15869,26646
B,15871,246
R,15873,18168
B,15876,207
I,15878,26744
B,15880,114
R,15883,17797
B,15885,72
I,15887,26797
B,15890,311
R,15892,18100
B,15895,111
I,15897,26576
B,15899,106
R,15902,17847
B,15904,195
I,15906,26858
B,15909,252
R,15911,17926
B,15914,78
I,15916,26456
B,15918,111
R,15921,17992
B,15923,278
I,15925,26713
B,15928,158
R,15930,17772
B,15932,70
I,15935,26497
B,15937,229
R,15940,18074
B,15942,209
I,15944,26622
B,15947,120
R,15949,17709
B,15951,73
I,15954,26676
B,15956,320
R,15959,18002
B,15961,125
I,15963,26496
B,15966,112
R,15968,17815
B,15970,171
I,15973,26801
B,15975,257
R,15977,17956
B,15980,72
I,15982,26448
B,15985,111
R,15987,17927
B,15989,281
I,15992,26805
B,15994,184
R,15996,17807
B,15999,73
I,16001,26519
B,16003,197
R,16006,18071
B,16008,225
I,16011,26707
B,16013,114
R,16015,17763
B,16018,69
I,16020,26682
B,16022,308
R,16025,18074
B,16027,145
I,16030,26590
B,16032,111
R,16034,17859
B,16037,139
I,16039,26853
B,16041,272
R,16044,18018
B,16046,71
I,16048,26497
B,16051,112
R,16053,17954
B,16056,266
I,16058,26868
B,16060,201
R,16063,17870
B,16065,71
I,16067,26576
B,16070,171
R,16072,18063
B,16075,235
I,16077,26769
B,16079,111
R,16082,17764
B,16084,75
I,16086,26707
B,16089,305
R,16091,18074
B,16093,163
I,16096,26620
B,16098,117
R,16101,17781
B,16103,118
I,16105,26872
B,16108,284
R,16110,18039
B,16112,70
I,16115,26521
B,16117,109
R,16120,17913
B,16122,255
I,16124,26872
B,16127,213
