TAG,Time,Value
B,12219,140
R,12222,23961
B,12224,70
I,12227,39675
B,12229,308
R,12231,24283
B,12234,183
I,12236,39690
B,12238,132
R,12241,23967
B,12243,100
I,12245,39883
B,12248,321
R,12250,24208
B,12253,80
I,12255,39562
B,12257,137
R,12260,24088
B,12262,242
I,12264,39940
B,12267,245
R,12269,24100
B,12272,76
I,12274,39557
B,12276,147
R,12279,24264
B,12281,274
I,12283,39879
B,12286,145
R,12288,24005
B,12290,78
I,12293,39682
B,12295,287
R,12298,24328
B,12300,199
I,12302,39756
B,12305,124
R,12307,23965
B,12309,82
I,12312,39860
B,12314,340
R,12317,24261
B,12319,99
I,12321,39567
B,12324,128
R,12326,24040
B,12328,221
I,12331,39973
B,12333,258
R,12335,24192
B,12338,73
I,12340,39575
B,12343,136
R,12345,24225
B,12347,291
I,12350,39888
B,12352,165
R,12354,24029
B,12357,70
I,12359,39660
B,12362,265
R,12364,24362
B,12366,207
I,12369,39815
B,12371,132
R,12373,23962
B,12376,73
I,12378,39883
B,12380,348
R,12383,24271
B,12385,112
I,12388,39640
B,12390,131
R,12392,24072
B,12395,200
I,12397,40010
B,12399,268
R,12402,24235
B,12404,71
I,12406,39616
B,12409,127
R,12411,24249
B,12414,277
I,12416,39954
B,12418,176
R,12421,24045
B,12423,76
I,12425,39648
B,12428,246
R,12430,24321
B,12433,223
I,12435,39868
B,12437,129
R,12440,23991
B,12442,78
I,12444,39863
B,12447,340
R,12449,24302
B,12451,133
I,12454,39686
B,12456,126
R,12459,24016
B,12461,177
I,12463,40075
B,12466,297
R,12468,24220
B,12470,70
I,12473,39610
B,12475,120
R,12478,24210
B,12480,282
I,12482,39977
B,12485,197
R,12487,24061
B,12489,72
I,12492,39700
B,12494,221
R,12496,24307
B,12499,228
I,12501,39921
B,12504,134
R,12506,24014
B,12508,71
I,12511,39853
B,12513,345
R,12515,24309
B,12518,151
I,12520,39764
B,12523,128
R,12525,24060
B,12527,146
I,12530,40015
B,12532,290
R,12534,24289
B,12537,79
I,12539,39674
B,12541,122
R,12544,24219
B,12546,275
I,12549,40081
B,12551,223
R,12553,24098
B,12556,74
I,12558,39684
B,12560,186
R,12563,24381
B,12565,239
I,12568,39972
B,12570,134
R,12572,24049
B,12575,69
I,12577,39886
B,12579,323
R,12582,24396
B,12584,170
I,12586,39828
B,12589,128
R,12591,24047
B,12594,122
I,12596,40060
B,12598,306
R,12601,24291
B,12603,73
I,12605,39686
B,12608,124
R,12610,24222
B,12612,269
I,12615,40106
B,12617,236
R,12620,24197
B,12622,77
I,12624,39715
B,12627,162
R,12629,24384
B,12631,267
I,12634,39996
B,12636,129
R,12639,24100
B,12641,70
I,12643,39881
B,12646,304
R,12648,24421
B,12650,180
I,12653,39909
B,12655,130
R,12657,24068
B,12660,105
I,12662,40130
B,12665,317
R,12667,24368
B,12669,79
I,12672,39764
B,12674,130
R,12676,24264
B,12679,245
I,12681,40099
B,12684,247
R,12686,24216
B,12688,71
I,12691,39712
B,12693,154
R,12695,24326
B,12698,271
I,12700,40018
B,12702,144
R,12705,24080
B,12707,75
I,12710,39773
B,12712,292
R,12714,24395
B,12717,200
I,12719,39811
B,12721,128
R,12724,23982
B,12726,91
I,12729,40018
B,12731,331
R,12733,24322
B,12736,92
I,12738,39617
B,12740,130
R,12743,24113
B,12745,220
I,12747,40020
B,12750,265
R,12752,24162
B,12755,71
I,12757,39621
B,12759,138
R,12762,24304
B,12764,273
I,12766,39964
B,12769,156
R,12771,24069
B,12774,71
I,12776,39712
B,12778,274
R,12781,24350
B,12783,207
I,12785,39868
B,12788,135
R,12790,24038
B,12792,72
I,12795,39930
B,12797,338
R,12800,24351
B,12802,107
I,12804,39710
B,12807,127
R,12809,24080
B,12811,214
I,12814,40061
B,12816,269
R,12818,24214
B,12821,70
I,12823,39610
B,12826,124
R,12828,24291
B,12830,276
I,12833,40022
B,12835,169
R,12837,24057
B,12840,74
I,12842,39729
B,12845,250
R,12847,24356
B,12849,220
I,12852,39880
B,12854,129
R,12856,23994
B,12859,70
I,12861,39874
B,12863,353
R,12866,24349
B,12868,127
I,12871,39738
B,12873,130
R,12875,24087
B,12878,185
I,12880,40009
B,12882,275
R,12885,24245
B,12887,68
I,12890,39625
B,12892,123
R,12894,24232
B,12897,284
I,12899,40030
B,12901,195
R,12904,24048
B,12906,73
I,12908,39692
B,12911,234
R,12913,24373
B,12916,234
I,12918,39914
B,12920,131
R,12923,24009
B,12925,72
I,12927,39844
B,12930,345
R,12932,24368
B,12935,147
I,12937,39734
B,12939,129
R,12942,24067
B,12944,156
I,12946,40086
B,12949,280
R,12951,24276
B,12953,71
I,12956,39668
B,12958,124
R,12961,24247
B,12963,283
I,12965,40080
B,12968,208
R,12970,24142
B,12972,75
I,12975,39724
B,12977,203
R,12980,24393
B,12982,240
I,12984,40026
B,12987,133
R,12989,23991
B,12991,78
I,12994,39892
B,12996,343
R,12998,24366
B,13001,166
I,13003,39828
B,13006,128
R,13008,24091
B,13010,131
I,13013,40096
B,13015,304
R,13017,24317
B,13020,72
I,13022,39694
B,13025,119
R,13027,24222
B,13029,270
I,13032,40131
B,13034,235
R,13036,24145
B,13039,76
I,13041,39754
B,13043,181
R,13046,24375
B,13048,246
I,13051,40041
B,13053,130
R,13055,23999
B,13058,82
I,13060,39908
B,13062,318
R,13065,24437
B,13067,185
I,13069,39861
B,13072,127
R,13074,24064
B,13077,112
I,13079,40106
B,13081,320
R,13084,24343
B,13086,76
I,13088,39719
B,13091,125
R,13093,24179
B,13096,247
I,13098,40138
B,13100,240
R,13103,24184
B,13105,74
I,13107,39762
B,13110,152
R,13112,24374
B,13114,265
I,13117,40053
B,13119,135
R,13122,24058
B,13124,71
I,13126,39895
B,13129,294
R,13131,24411
B,13133,187
I,13136,39925
B,13138,122
R,13141,24037
B,13143,90
I,13145,40079
B,13148,320
R,13150,24350
B,13152,88
I,13155,39743
B,13157,120
R,13159,24144
B,13162,239
I,13164,40157
B,13167,252
R,13169,24211
B,13171,79
I,13174,39759
B,13176,141
R,13178,24336
B,13181,270
I,13183,40065
B,13185,152
R,13188,24041
B,13190,74
I,13193,39852
B,13195,288
R,13197,24400
B,13200,202
I,13202,39968
B,13204,128
R,13207,24055
B,13209,79
I,13212,40094
B,13214,342
R,13216,24350
B,13219,101
I,13221,39808
B,13223,123
R,13226,24120
B,13228,212
I,13230,40163
B,13233,268
R,13235,24259
B,13238,70
I,13240,39736
B,13242,132
R,13245,24284
B,13247,278
I,13249,40095
B,13252,172
R,13254,24105
B,13257,73
I,13259,39879
B,13261,268
R,13264,24420
B,13266,219
I,13268,39986
B,13271,125
R,13273,24034
B,13275,73
I,13278,40046
B,13280,341
R,13283,24348
B,13285,126
I,13287,39840
B,13290,130
R,13292,24121
B,13294,190
I,13297,40227
B,13299,276
R,13301,24270
B,13304,73
I,13306,39769
B,13309,123
R,13311,24277
B,13313,278
I,13316,40122
B,13318,183
R,13320,24143
B,13323,74
I,13325,39880
B,13328,231
R,13330,24471
B,13332,226
I,13335,40049
B,13337,132
R,13339,24021
B,13342,72
I,13344,40035
B,13346,345
R,13349,24407
B,13351,133
I,13354,39851
B,13356,131
R,13358,24087
B,13361,158
I,13363,40225
B,13365,282
R,13368,24309
B,13370,70
I,13373,39788
B,13375,118
R,13377,24295
B,13380,280
I,13382,40173
B,13384,208
R,13387,24103
B,13389,72
I,13391,39833
B,13394,212
R,13396,24403
B,13399,241
I,13401,40054
B,13403,129
R,13406,24071
B,13408,69
I,13410,39961
B,13413,334
R,13415,24391
B,13417,160
I,13420,39928
B,13422,127
R,13425,24033
B,13427,136
I,13429,40199
B,13432,302
R,13434,24284
B,13436,69
I,13439,39789
B,13441,123
R,13444,24201
B,13446,272
I,13448,40167
B,13451,228
R,13453,24131
B,13455,75
I,13458,39874
B,13460,184
R,13462,24399
B,13465,243
I,13467,40081
B,13470,135
R,13472,24057
B,13474,72
I,13477,39985
B,13479,330
R,13481,24362
B,13484,178
I,13486,39936
B,13489,130
R,13491,24010
B,13493,118
I,13496,40142
B,13498,314
R,13500,24290
B,13503,70
I,13505,39703
B,13507,123
R,13510,24188
B,13512,258
I,13515,40118
B,13517,246
R,13519,24159
B,13522,74
I,13524,39778
B,13526,165
R,13529,24356
B,13531,255
I,13534,40052
B,13536,138
R,13538,24088
B,13541,76
I,13543,39909
B,13545,308
R,13548,24394
B,13550,186
I,13552,39954
B,13555,128
R,13557,24010
B,13560,101
I,13562,40137
B,13564,328
R,13567,24338
B,13569,86
I,13571,39742
B,13574,128
R,13576,24155
B,13579,248
I,13581,40190
B,13583,252
R,13586,24205
B,13588,76
I,13590,39809
B,13593,146
R,13595,24338
B,13597,277
I,13600,40146
B,13602,145
R,13605,24090
B,13607,74
I,13609,39945
B,13612,286
R,13614,24397
B,13616,200
I,13619,39990
B,13621,129
R,13624,24081
B,13626,86
I,13628,40133
B,13631,336
R,13633,24334
B,13635,98
I,13638,39843
