TAG,Time,Value
B,32802,91
I,32804,58023
B,32806,249
R,32809,37732
B,32811,93
I,32813,57957
B,32816,162
R,32818,37654
B,32821,133
I,32823,58114
B,32825,214
R,32828,37741
B,32830,84
I,32832,57904
B,32835,169
R,32837,37706
B,32840,158
I,32842,58064
B,32844,180
R,32847,37663
B,32849,82
I,32851,57956
B,32854,204
R,32856,37809
B,32858,131
I,32861,58046
B,32863,171
R,32866,37679
B,32868,89
I,32870,58015
B,32873,242
R,32875,37780
B,32877,97
I,32880,57984
B,32882,163
R,32885,37666
B,32887,126
I,32889,58127
B,32892,216
R,32894,37748
B,32896,80
I,32899,57951
B,32901,169
R,32903,37711
B,32906,164
I,32908,58138
B,32911,177
R,32913,37705
B,32915,85
I,32918,57985
B,32920,201
R,32922,37822
B,32925,135
I,32927,58123
B,32930,165
R,32932,37683
B,32934,86
I,32937,58069
B,32939,241
R,32941,37760
B,32944,94
I,32946,58011
B,32948,168
R,32951,37662
B,32953,121
I,32956,58130
B,32958,218
R,32960,37780
B,32963,85
I,32965,57966
B,32967,157
R,32970,37789
B,32972,154
I,32974,58161
B,32977,184
R,32979,37712
B,32982,85
I,32984,57996
B,32986,189
R,32989,37809
B,32991,142
I,32993,58103
B,32996,167
R,32998,37708
B,33001,80
I,33003,58071
B,33005,236
R,33008,37820
B,33010,98
I,33012,58038
B,33015,167
R,33017,37667
B,33019,106
I,33022,58202
B,33024,233
R,33027,37721
B,33029,87
I,33031,58000
B,33034,160
R,33036,37778
B,33038,152
I,33041,58212
B,33043,191
R,33045,37738
B,33048,80
I,33050,58053
B,33053,187
R,33055,37845
B,33057,150
I,33060,58117
B,33062,169
R,33064,37676
B,33067,81
I,33069,58062
B,33072,225
R,33074,37806
B,33076,107
I,33079,58115
B,33081,160
R,33083,37685
B,33086,99
I,33088,58166
B,33090,237
R,33093,37760
B,33095,89
I,33098,58024
B,33100,161
R,33102,37742
B,33105,146
I,33107,58231
B,33109,193
R,33112,37762
B,33114,80
I,33117,58051
B,33119,180
R,33121,37823
B,33124,159
I,33126,58173
B,33128,168
R,33131,37696
B,33133,79
I,33135,58115
B,33138,221
R,33140,37795
B,33143,113
I,33145,58151
B,33147,166
R,33150,37691
B,33152,93
I,33154,58186
B,33157,237
R,33159,37799
B,33162,91
I,33164,58109
B,33166,162
R,33169,37739
B,33171,143
I,33173,58284
B,33176,207
R,33178,37757
B,33180,85
I,33183,58103
B,33185,174
R,33188,37823
B,33190,157
I,33192,58256
B,33195,172
R,33197,37723
B,33199,85
I,33202,58129
B,33204,223
R,33206,37847
B,33209,122
I,33211,58182
B,33214,161
R,33216,37694
B,33218,90
I,33221,58192
B,33223,237
R,33225,37824
B,33228,91
I,33230,58101
B,33233,167
R,33235,37728
B,33237,126
