TAG,Time,Value
R,5574,24005
B,5577,270
I,5579,32698
B,5582,420
R,5584,24131
B,5586,309
I,5589,32646
B,5591,328
R,5593,23961
B,5596,309
I,5598,32730
B,5600,399
R,5603,24087
B,5605,274
I,5608,32561
B,5610,322
R,5612,24062
B,5615,366
I,5617,32739
B,5619,368
R,5622,24025
B,5624,274
I,5626,32582
B,5629,337
R,5631,24131
B,5633,351
I,5636,32696
B,5638,327
R,5641,23974
B,5643,268
I,5645,32664
B,5648,401
R,5650,24148
B,5652,323
I,5655,32620
B,5657,318
R,5659,23998
B,5662,287
I,5664,32721
B,5667,409
R,5669,24090
B,5671,284
I,5674,32542
B,5676,319
R,5678,24027
B,5681,349
I,5683,32726
B,5685,371
R,5688,24020
B,5690,279
I,5692,32595
B,5695,337
R,5697,24089
B,5700,367
I,5702,32694
B,5704,334
R,5707,23977
B,5709,271
I,5711,32596
B,5714,387
R,5716,24094
B,5718,326
I,5721,32653
B,5723,323
R,5726,23924
B,5728,278
I,5730,32708
B,5733,420
R,5735,24086
B,5737,294
I,5740,32569
B,5742,326
R,5744,23943
B,5747,332
I,5749,32703
B,5752,379
R,5754,24042
B,5756,277
I,5759,32567
B,5761,318
R,5763,24072
B,5766,375
I,5768,32673
B,5770,348
R,5773,24022
B,5775,275
I,5777,32615
B,5780,374
R,5782,24101
B,5785,336
I,5787,32619
B,5789,323
R,5792,23960
B,5794,268
I,5796,32664
B,5799,413
R,5801,24102
B,5803,299
I,5806,32585
B,5808,323
R,5811,23983
B,5813,325
I,5815,32704
B,5818,392
R,5820,24052
B,5822,277
I,5825,32505
B,5827,328
R,5829,24048
B,5832,368
I,5834,32682
B,5837,362
R,5839,24025
B,5841,275
I,5844,32541
B,5846,361
R,5848,24088
B,5851,350
I,5853,32677
B,5855,325
R,5858,23939
B,5860,282
I,5862,32649
B,5865,421
R,5867,24106
B,5870,316
I,5872,32609
B,5874,322
R,5877,23984
B,5879,309
I,5881,32736
B,5884,398
R,5886,24049
B,5888,279
I,5891,32574
B,5893,318
R,5896,24014
