,TAG,Value,Time
539,I,43913,864
540,B,0,865
541,R,35712,866
542,B,0,867
543,I,43737,867
544,B,0,868
545,R,35820,869
546,B,0,870
547,I,43824,871
548,B,0,872
549,R,35776,873
550,B,0,874
551,I,43846,874
552,B,0,875
553,R,35843,876
554,B,0,877
555,I,43852,878
556,B,0,879
557,R,35686,879
558,B,0,880
559,I,43865,881
560,B,0,882
561,R,35801,883
562,B,0,884
563,I,43817,885
564,B,0,886
565,R,35705,886
566,B,0,887
567,I,43801,888
568,B,0,889
569,R,35833,890
570,B,0,891
571,I,43865,891
572,B,0,892
573,R,35702,893
574,B,0,894
575,I,43865,895
576,B,0,896
577,R,35862,897
578,B,0,898
579,I,43948,898
580,B,0,899
581,R,35779,900
582,B,0,901
583,I,43782,902
584,B,0,903
585,R,35753,903
586,B,0,904
587,I,43836,905
588,B,0,906
589,R,35660,907
590,B,0,908
591,I,43884,909
592,B,0,910
593,R,35840,910
594,B,0,911
595,I,43763,912
596,B,0,913
597,R,35715,914
598,B,0,915
599,I,43808,915
600,B,0,916
601,R,35721,917
602,B,0,918
603,I,43878,919
604,B,0,920
605,R,35747,921
606,B,0,922
607,I,43753,922
608,B,0,923
609,R,35785,924
610,B,0,925
611,I,43852,926
612,B,0,927
613,R,35728,927
614,B,0,928
615,I,43776,929
616,B,0,930
617,R,35756,931
618,B,0,932
619,I,43852,933
620,B,0,934
621,R,35756,934
622,B,0,935
623,I,43840,936
624,B,0,937
625,R,35814,938
626,B,0,939
627,I,43747,939
628,B,0,940
629,R,35785,941
630,B,0,942
631,I,43814,943
632,B,0,944
633,R,35801,945
634,B,0,946
635,I,43827,946
636,B,0,947
637,R,35734,948
638,B,0,949
639,I,43763,950
640,B,0,951
641,R,35824,951
642,B,0,952
643,I,43808,953
644,B,0,954
645,R,35814,955
646,B,0,956
647,I,43859,957
648,B,0,958
649,R,35699,958
650,B,0,959
651,I,43814,960
652,B,0,961
653,R,35660,962
654,B,0,963
655,I,43801,963
656,B,0,964
657,R,35792,965
658,B,0,966
659,I,43827,967
660,B,0,968
661,R,35792,969
662,B,0,970
663,I,43884,970
664,B,0,971
665,R,35670,972
666,B,0,973
667,I,43865,974
668,B,0,975
669,R,35763,975
670,B,0,976
671,I,43820,977
672,B,0,978
673,R,35840,979
674,B,0,980
675,I,43776,981
676,B,0,982
677,R,35801,982
678,B,0,983
679,I,43843,984
680,B,0,985
681,R,35718,986
682,B,0,987
683,I,43875,987
684,B,0,988
685,R,35792,989
686,B,0,990
687,I,43849,991
688,B,0,992
689,R,35840,993
690,B,0,994
691,I,43792,994
692,B,0,995
693,R,35753,996
694,B,0,997
695,I,43900,998
696,B,0,999
697,R,35699,999
698,B,0,1000
699,I,43913,1001
700,B,0,1002
701,R,35702,1003
702,B,0,1004
703,I,43856,1005
704,B,0,1006
705,R,35747,1007
706,B,0,1008
707,I,43776,1009
708,B,0,1010
709,R,35696,1011
710,B,0,1012
711,I,43862,1013
712,B,0,1014
713,R,35731,1014
714,B,0,1016
715,I,43868,1016
716,B,0,1017
717,R,35683,1018
718,B,0,1019
719,I,43884,1020
720,B,0,1021
721,R,35715,1022
722,B,0,1023
723,I,43907,1024
724,B,0,1025
725,R,35763,1026
726,B,0,1027
727,I,43875,1028
728,B,0,1029
729,R,35753,1029
730,B,0,1031
731,I,43849,1031
732,B,0,1032
733,R,35910,1033
734,B,0,1034
735,I,43881,1035
736,B,0,1036
737,R,35676,1037
738,B,0,1038
739,I,43958,1039
740,B,0,1040
741,R,35766,1041
742,B,0,1042
743,I,43904,1043
744,B,0,1044
745,R,35750,1045
746,B,0,1046
747,I,43952,1046
748,B,0,1048
749,R,35830,1048
750,B,0,1049
751,I,43856,1050
752,B,0,1051
753,R,35824,1052
754,B,0,1053
755,I,43894,1054
756,B,0,1055
757,R,35840,1056
758,B,0,1057
759,I,43968,1058
760,B,0,1059
761,R,35859,1060
762,B,0,1061
763,I,43779,1062
764,B,0,1063
765,R,35747,1063
766,B,0,1065
767,I,43932,1065
768,B,0,1066
769,R,35708,1067
770,B,0,1068
771,I,43830,1069
772,B,0,1070
773,R,35747,1071
774,B,0,1072
775,I,43936,1073
776,B,0,1074
777,R,35760,1075
778,B,0,1076
779,I,43827,1077
780,B,0,1078
781,R,35756,1079
782,B,0,1080
783,I,43948,1080
784,B,0,1082
785,R,35833,1082
786,B,0,1083
