TAG,Time,Value
R,16970,24108
B,16972,302
I,16975,31684
B,16977,423
R,16979,24180
B,16982,325
I,16984,31589
B,16986,351
R,16989,24092
B,16991,345
I,16993,31627
B,16996,396
R,16998,24120
B,17001,302
I,17003,31459
B,17005,347
R,17008,24104
B,17010,378
I,17012,31524
B,17015,370
R,17017,24007
B,17020,305
I,17022,31387
B,17024,396
R,17027,24098
B,17029,353
I,17031,31439
B,17034,351
R,17036,23975
B,17039,306
I,17041,31414
B,17043,420
R,17046,24033
B,17048,328
I,17050,31323
B,17053,341
R,17055,23978
B,17057,344
I,17060,31417
B,17062,398
R,17065,24043
B,17067,299
I,17069,31304
B,17072,349
R,17074,24022
B,17076,372
I,17079,31366
B,17081,371
R,17084,23960
B,17086,305
I,17088,31300
B,17091,382
R,17093,24077
B,17095,348
I,17098,31353
B,17100,356
R,17102,23936
B,17105,297
I,17107,31351
B,17110,421
R,17112,24029
B,17114,330
I,17117,31317
B,17119,347
R,17121,23951
B,17124,336
I,17126,31403
B,17129,405
R,17131,24017
B,17133,305
I,17136,31277
B,17138,347
R,17140,24002
B,17143,378
I,17145,31386
B,17148,382
R,17150,23992
B,17152,304
I,17155,31290
B,17157,377
R,17159,24058
B,17162,355
I,17164,31372
B,17166,340
R,17169,23950
B,17171,303
I,17174,31304
B,17176,417
R,17178,24057
B,17181,336
I,17183,31307
B,17185,350
R,17188,23949
B,17190,323
I,17193,31375
B,17195,407
R,17197,24031
B,17200,301
I,17202,31272
B,17204,352
R,17207,23982
B,17209,366
I,17211,31345
B,17214,379
R,17216,23974
B,17219,304
I,17221,31262
B,17223,371
R,17226,24057
B,17228,362
I,17230,31377
B,17233,355
R,17235,23936
B,17238,299
I,17240,31282
B,17242,415
R,17245,24000
B,17247,336
I,17249,31303
B,17252,347
R,17254,23945
B,17256,317
I,17259,31373
B,17261,416
R,17264,24009
B,17266,311
I,17268,31256
B,17271,349
R,17273,23971
B,17275,366
I,17278,31400
B,17280,384
R,17283,23979
B,17285,305
I,17287,31243
B,17290,368
R,17292,24048
B,17294,375
I,17297,31343
B,17299,364
R,17301,23971
B,17304,305
I,17306,31318
B,17309,411
R,17311,24053
B,17313,345
I,17316,31322
B,17318,351
R,17320,23939
B,17323,315
I,17325,31381
B,17328,421
R,17330,24046
B,17332,322
I,17335,31264
B,17337,349
R,17339,23953
B,17342,361
I,17344,31386
B,17346,389
R,17349,24000
B,17351,304
I,17354,31259
B,17356,358
R,17358,24015
B,17361,372
I,17363,31323
B,17365,368
R,17368,23959
B,17370,307
I,17373,31304
B,17375,406
R,17377,24040
B,17380,347
I,17382,31340
B,17384,350
R,17387,23967
B,17389,313
I,17392,31374
B,17394,417
R,17396,24049
B,17399,319
I,17401,31307
B,17403,350
R,17406,23966
B,17408,354
I,17410,31408
B,17413,392
R,17415,24011
B,17418,301
I,17420,31266
B,17422,350
R,17425,24028
B,17427,379
I,17429,31402
B,17432,368
R,17434,23982
B,17437,304
I,17439,31337
B,17441,396
R,17444,24059
B,17446,346
I,17448,31364
B,17451,355
R,17453,23956
B,17455,302
I,17458,31403
B,17460,421
R,17463,24044
B,17465,322
I,17467,31367
B,17470,339
R,17472,23938
B,17474,348
I,17477,31450
B,17479,391
R,17482,24030
B,17484,300
I,17486,31327
B,17489,348
R,17491,24038
B,17493,377
I,17496,31452
B,17498,373
R,17500,23983
B,17503,304
I,17505,31370
B,17508,393
R,17510,24098
B,17512,352
I,17515,31405
B,17517,348
R,17519,23937
B,17522,309
I,17524,31425
B,17527,423
R,17529,24050
B,17531,327
I,17534,31396
B,17536,347
R,17538,24006
B,17541,335
I,17543,31502
B,17546,397
R,17548,24043
B,17550,305
I,17553,31376
B,17555,349
R,17557,24042
B,17560,372
I,17562,31472
B,17564,381
R,17567,24025
B,17569,303
I,17572,31393
B,17574,378
R,17576,24103
B,17579,355
I,17581,31444
B,17583,349
R,17586,23975
B,17588,299
I,17591,31442
B,17593,418
R,17595,24122
B,17598,331
I,17600,31423
B,17602,344
R,17605,24003
B,17607,327
I,17609,31511
B,17612,407
R,17614,24057
B,17617,303
I,17619,31368
B,17621,348
R,17624,24035
B,17626,373
I,17628,31529
B,17631,382
R,17633,24036
B,17636,301
I,17638,31420
B,17640,377
R,17643,24130
B,17645,363
I,17647,31495
B,17650,354
R,17652,24011
B,17655,300
I,17657,31475
B,17659,419
R,17662,24112
B,17664,334
I,17666,31469
B,17669,350
R,17671,24013
B,17673,327
I,17676,31539
B,17678,418
R,17681,24108
B,17683,305
I,17685,31467
B,17688,354
R,17690,24020
B,17692,361
I,17695,31555
B,17697,383
R,17700,24041
B,17702,306
I,17704,31447
B,17707,367
R,17709,24090
B,17711,369
I,17714,31524
B,17716,355
R,17718,24019
B,17721,302
I,17723,31481
B,17726,421
R,17728,24126
B,17730,336
I,17733,31533
B,17735,349
R,17737,24014
B,17740,317
I,17742,31610
B,17745,412
R,17747,24095
B,17749,310
I,17752,31473
B,17754,346
R,17756,24092
B,17759,365
I,17761,31602
B,17764,380
R,17766,24099
B,17768,299
I,17771,31489
B,17773,365
R,17775,24155
B,17778,373
I,17780,31601
B,17782,359
R,17785,24053
B,17787,297
I,17790,31549
B,17792,406
R,17794,24153
B,17797,343
I,17799,31601
B,17801,360
R,17804,24045
B,17806,305
I,17809,31633
B,17811,417
R,17813,24130
B,17816,315
I,17818,31562
B,17820,350
R,17823,24082
B,17825,352
I,17827,31646
B,17830,389
R,17832,24133
B,17835,302
I,17837,31557
B,17839,357
R,17842,24165
B,17844,374
I,17846,31645
B,17849,361
R,17851,24075
B,17854,299
I,17856,31589
B,17858,405
R,17861,24150
B,17863,339
I,17865,31637
B,17868,351
R,17870,24061
B,17872,307
I,17875,31625
B,17877,415
R,17880,24149
B,17882,320
I,17884,31588
B,17887,346
R,17889,24053
B,17891,350
I,17894,31598
B,17896,396
R,17899,24060
B,17901,303
I,17903,31468
B,17906,357
R,17908,24078
B,17910,376
I,17913,31525
B,17915,371
R,17917,24022
B,17920,307
I,17922,31390
B,17925,395
R,17927,24093
B,17929,345
I,17932,31391
B,17934,351
R,17936,23916
B,17939,303
I,17941,31402
B,17944,421
R,17946,23985
B,17948,325
I,17951,31316
B,17953,351
R,17955,23925
B,17958,335
I,17960,31414
B,17962,391
R,17965,23966
B,17967,304
I,17970,31221
B,17972,351
R,17974,23942
B,17977,371
I,17979,31318
B,17981,376
R,17984,23937
B,17986,304
I,17989,31240
B,17991,389
R,17993,24019
B,17996,349
I,17998,31273
B,18000,349
R,18003,23911
B,18005,303
I,18007,31289
B,18010,420
R,18012,23981
B,18015,328
I,18017,31279
B,18019,349
R,18022,23898
B,18024,338
I,18026,31329
B,18029,405
R,18031,23967
B,18034,301
I,18036,31217
B,18038,342
R,18041,23968
B,18043,372
I,18045,31378
B,18048,385
R,18050,23913
B,18053,305
I,18055,31244
B,18057,379
R,18060,23984
B,18062,356
I,18064,31295
B,18067,346
R,18069,23870
B,18071,303
I,18074,31289
B,18076,419
R,18079,24018
B,18081,335
I,18083,31256
B,18086,348
R,18088,23890
B,18090,331
I,18093,31320
B,18095,404
R,18098,23939
B,18100,308
I,18102,31215
B,18105,350
R,18107,23969
B,18109,369
I,18112,31357
B,18114,381
R,18116,23927
B,18119,301
I,18121,31271
B,18124,371
R,18126,24015
B,18128,365
I,18131,31288
B,18133,351
R,18135,23895
B,18138,302
I,18140,31286
B,18143,415
R,18145,23985
B,18147,335
I,18150,31277
B,18152,349
R,18154,23904
B,18157,317
I,18159,31319
B,18162,411
R,18164,23948
B,18166,312
I,18169,31209
B,18171,350
R,18173,23942
B,18176,366
I,18178,31342
B,18180,384
R,18183,23949
B,18185,297
I,18188,31273
B,18190,362
R,18192,23958
B,18195,360
I,18197,31304
B,18199,360
R,18202,23882
B,18204,301
I,18207,31272
B,18209,412
R,18211,23993
B,18214,338
I,18216,31282
B,18218,350
R,18221,23867
B,18223,309
I,18225,31328
B,18228,415
R,18230,23935
B,18233,312
I,18235,31233
B,18237,349
R,18240,23915
B,18242,358
I,18244,31338
B,18247,384
R,18249,23945
B,18252,302
I,18254,31228
B,18256,353
R,18259,23999
B,18261,369
I,18263,31303
B,18266,357
R,18268,23882
B,18270,300
I,18273,31260
B,18275,405
R,18278,24016
B,18280,338
I,18282,31278
B,18285,343
R,18287,23862
B,18289,308
I,18292,31312
B,18294,419
R,18297,23991
B,18299,314
I,18301,31248
B,18304,352
R,18306,23912
B,18308,347
I,18311,31346
B,18313,392
R,18315,23969
B,18318,300
I,18320,31252
B,18323,348
R,18325,23987
B,18327,381
I,18330,31327
B,18332,367
R,18334,23901
B,18337,300
I,18339,31279
B,18342,398
R,18344,24020
B,18346,347
I,18349,31308
B,18351,343
R,18353,23934
B,18356,304
I,18358,31327
B,18360,418
R,18363,24006
B,18365,320
I,18368,31301
B,18370,351
R,18372,23920
B,18375,345
I,18377,31401
B,18379,401
R,18382,23979
B,18384,303
I,18387,31303
B,18389,355
R,18391,23994
B,18394,375
I,18396,31375
B,18398,371
R,18401,23948
B,18403,302
I,18406,31313
B,18408,386
R,18410,24043
B,18413,351
I,18415,31353
B,18417,349
R,18420,23915
B,18422,308
I,18424,31393
B,18427,423
R,18429,23999
B,18432,324
I,18434,31328
B,18436,350
R,18439,23917
B,18441,343
I,18443,31428
B,18446,397
R,18448,23996
B,18451,304
I,18453,31335
B,18455,344
R,18458,24004
B,18460,380
I,18462,31417
B,18465,376
R,18467,23926
B,18469,303
I,18472,31333
B,18474,384
R,18477,24036
B,18479,356
I,18481,31407
B,18484,352
R,18486,23926
B,18488,303
I,18491,31382
B,18493,418
R,18496,24026
B,18498,335
I,18500,31384
B,18503,352
R,18505,23958
B,18507,334
I,18510,31468
B,18512,407
R,18514,24003
B,18517,304
I,18519,31340
B,18522,345
R,18524,23982
B,18526,373
I,18529,31440
B,18531,385
R,18533,23948
B,18536,301
I,18538,31356
B,18541,374
R,18543,24050
B,18545,363
I,18548,31441
B,18550,347
R,18552,23949
B,18555,306
I,18557,31410
B,18560,414
R,18562,24052
B,18564,332
I,18567,31408
B,18569,357
R,18571,23954
B,18574,326
I,18576,31476
B,18578,404
R,18581,24041
B,18583,308
I,18586,31385
B,18588,348
R,18590,24025
B,18593,362
I,18595,31494
B,18597,380
R,18600,23979
B,18602,301
I,18605,31396
B,18607,371
R,18609,24046
B,18612,366
I,18614,31495
B,18616,352
R,18619,23962
B,18621,301
I,18623,31468
B,18626,411
R,18628,24083
B,18631,335
I,18633,31464
B,18635,356
R,18638,23953
B,18640,323
I,18642,31522
B,18645,412
R,18647,24033
B,18650,310
I,18652,31442
B,18654,346
R,18657,23999
B,18659,361
I,18661,31529
B,18664,393
R,18666,24037
B,18669,305
I,18671,31419
B,18673,366
R,18676,24079
B,18678,369
I,18680,31536
B,18683,362
R,18685,23977
B,18687,298
I,18690,31468
B,18692,405
R,18695,24095
B,18697,340
I,18699,31533
B,18702,352
R,18704,23983
B,18706,310
I,18709,31552
B,18711,423
R,18714,24076
B,18716,313
I,18718,31474
B,18721,350
R,18723,24047
B,18725,362
I,18728,31606
B,18730,382
R,18732,24053
B,18735,302
I,18737,31496
B,18740,351
R,18742,24109
B,18744,368
I,18747,31567
B,18749,367
R,18751,23997
B,18754,307

