,TAG,Value,Time
1208,B,177,2833
1209,R,37851,2836
1210,B,158,2838
1211,I,41961,2840
1212,B,367,2843
1213,R,37864,2845
1214,B,99,2847
1215,I,41830,2850
1216,B,241,2852
1217,R,37875,2854
1218,B,288,2857
1219,I,41536,2859
1220,B,263,2862
1221,R,37817,2864
1222,B,98,2866
1223,I,41859,2869
1224,B,246,2871
1225,R,37934,2873
1226,B,340,2876
1227,I,41921,2878
1228,B,188,2880
1229,R,37741,2883
1230,B,135,2885
1231,I,41951,2887
1232,B,335,2890
1233,R,37608,2892
1234,B,172,2894
1235,I,41875,2897
1236,B,186,2899
1237,R,37830,2901
1238,B,161,2904
1239,I,41998,2906
1240,B,545,2908
1241,R,37544,2911
1242,B,107,2913
1243,I,41814,2915
1244,B,202,2918
1245,R,37886,2920
1246,B,158,2922
1247,I,41985,2925
1248,B,310,2927
1249,R,37826,2930
1250,B,106,2932
1251,I,41824,2934
1252,B,265,2937
1253,R,37950,2939
1254,B,396,2941
1255,I,41522,2944
1256,B,204,2946
1257,R,37760,2948
1258,B,110,2951
1259,I,41884,2953
1260,B,256,2955
1261,R,37950,2958
1262,B,232,2960
1263,I,41918,2962
1264,B,183,2965
1265,R,37727,2967
1266,B,170,2969
1267,I,41946,2972
1268,B,488,2974
1269,R,37555,2976
1270,B,130,2979
1271,I,41864,2981
1272,B,164,2983
1273,R,37868,2986
1274,B,146,2988
1275,I,41973,2991
1276,B,363,2993
1277,R,37849,2995
1278,B,104,2998
1279,I,41848,3000
1280,B,256,3002
1281,R,37868,3005
1282,B,270,3007
1283,I,41552,3009
1284,B,241,3012
1285,R,37849,3014
1286,B,90,3016
1287,I,41853,3019
1288,B,239,3021
1289,R,37942,3023
1290,B,314,3026
1291,I,41919,3028
1292,B,183,3030
1293,R,37746,3033
1294,B,142,3035
1295,I,41879,3037
1296,B,343,3040
1297,R,37580,3042
1298,B,160,3044
1299,I,41891,3047
1300,B,181,3049
1301,R,37817,3051
1302,B,170,3054
1303,I,41975,3056
1304,B,503,3059
1305,R,37605,3061
1306,B,113,3063
1307,I,41817,3066
1308,B,212,3068
1309,R,37872,3070
1310,B,167,3073
1311,I,41995,3075
1312,B,280,3077
1313,R,37850,3080
1314,B,97,3082
1315,I,41875,3084
1316,B,256,3087
1317,R,37898,3089
1318,B,379,3091
1319,I,41525,3094
1320,B,195,3096
1321,R,37800,3098
